intervention,channel,decode_step,tree_depth,js,max_abs_delta,baseline_argmax,pulse_argmax,branch_flip,baseline_entropy,pulse_entropy
base:uniform-gain:eps-0.10,base,8,3,8.27965559437871e-05,0.012658506631851196,0,0,0,1.0789787769317627,1.0737340450286865
base:uniform-gain:eps-0.10,base,8,4,0.00012484565377235413,0.008108444511890411,1,1,0,1.6958112716674805,1.694412350654602
base:uniform-gain:eps-0.10,base,8,5,0.00012824690202251077,0.007595434784889221,2,2,0,2.3291659355163574,2.32411527633667
base:uniform-gain:eps-0.10,base,9,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,9,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,9,2,2.9738410376012325e-05,0.006310880184173584,0,0,0,0.5129351615905762,0.5212064385414124
base:uniform-gain:eps-0.10,base,9,3,7.26059079170227e-05,0.009967297315597534,0,0,0,1.0241734981536865,1.023334264755249
base:uniform-gain:eps-0.10,base,9,4,8.569954661652446e-05,0.006715014576911926,1,1,0,1.6281479597091675,1.6309654712677002
base:uniform-gain:eps-0.10,base,9,5,8.781405631452799e-05,0.004065915942192078,2,2,0,2.233487129211426,2.235292911529541
base:uniform-gain:eps-0.10,base,10,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,10,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,10,2,4.515191540122032e-05,0.008524775505065918,0,0,0,0.5875202417373657,0.5956313610076904
base:uniform-gain:eps-0.10,base,10,3,8.906051516532898e-05,0.01167529821395874,0,0,0,1.0865856409072876,1.0870201587677002
base:uniform-gain:eps-0.10,base,10,4,0.00010493252193555236,0.008314639329910278,1,1,0,1.6617393493652344,1.6661474704742432
base:uniform-gain:eps-0.10,base,10,5,0.00010634138016030192,0.004493393003940582,2,2,0,2.32112455368042,2.3256585597991943
base:uniform-gain:eps-0.10,base,11,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,11,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,11,2,6.266869604587555e-05,0.00924043357372284,0,0,0,0.5179011225700378,0.5297258496284485
base:uniform-gain:eps-0.10,base,11,3,8.208607323467731e-05,0.00924043357372284,0,0,0,1.04121732711792,1.044260025024414
base:uniform-gain:eps-0.10,base,11,4,0.0001141735992860049,0.007313668727874756,1,1,0,1.6084396839141846,1.6188877820968628
base:uniform-gain:eps-0.10,base,11,5,0.00011618639109656215,0.004701793193817139,2,2,0,2.2561488151550293,2.2672805786132812
base:uniform-gain:eps-0.10,base,12,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,12,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,12,2,5.221925675868988e-06,0.0030730366706848145,0,0,0,0.6459688544273376,0.6478824019432068
base:uniform-gain:eps-0.10,base,12,3,3.9499951526522636e-05,0.008287519216537476,2,2,0,1.0968503952026367,1.0973458290100098
base:uniform-gain:eps-0.10,base,12,4,5.765975220128894e-05,0.004327729344367981,1,1,0,1.6702508926391602,1.6726330518722534
base:uniform-gain:eps-0.10,base,12,5,5.877413786947727e-05,0.002644278109073639,2,2,0,2.3357419967651367,2.3380582332611084
base:uniform-gain:eps-0.10,base,13,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,13,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,13,2,7.15919304639101e-05,0.011732935905456543,0,0,0,0.6759723424911499,0.6712994575500488
base:uniform-gain:eps-0.10,base,13,3,8.80267471075058e-05,0.011732935905456543,2,1,1,1.053755760192871,1.0594041347503662
base:uniform-gain:eps-0.10,base,13,4,0.00010328568168915808,0.007050216197967529,2,2,0,1.6675952672958374,1.6727114915847778
base:uniform-gain:eps-0.10,base,13,5,0.00010547957208473235,0.004016853868961334,4,4,0,2.346712589263916,2.351105213165283
base:uniform-gain:eps-0.10,base,14,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,14,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,14,2,7.004709914326668e-07,0.0012058019638061523,0,0,0,0.6920446157455444,0.6921550035476685
base:uniform-gain:eps-0.10,base,14,3,6.84376573190093e-06,0.003207087516784668,2,2,0,1.0372376441955566,1.0378222465515137
base:uniform-gain:eps-0.10,base,14,4,1.734736724756658e-05,0.002845674753189087,4,4,0,1.6922214031219482,1.694266676902771
base:uniform-gain:eps-0.10,base,14,5,1.8429942429065704e-05,0.001595228910446167,8,8,0,2.370516777038574,2.372441530227661
base:uniform-gain:eps-0.10,base,15,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,15,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,15,2,5.3277937695384026e-05,0.01001480221748352,0,0,0,0.6660906076431274,0.6611541509628296
base:uniform-gain:eps-0.10,base,15,3,5.385500844568014e-05,0.01001480221748352,2,2,0,1.0927734375,1.0948091745376587
base:uniform-gain:eps-0.10,base,15,4,6.961554754525423e-05,0.0055397748947143555,1,1,0,1.6902343034744263,1.694465160369873
base:uniform-gain:eps-0.10,base,15,5,7.214501965790987e-05,0.0029958337545394897,2,2,0,2.3602395057678223,2.364044427871704
base:uniform-gain:eps-0.10,base,16,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,16,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,16,2,8.661882020533085e-06,0.00405547022819519,0,0,0,0.6695947051048279,0.6677786111831665
base:uniform-gain:eps-0.10,base,16,3,8.740753401070833e-06,0.00405547022819519,2,2,0,1.078802227973938,1.079856038093567
base:uniform-gain:eps-0.10,base,16,4,2.27572163566947e-05,0.0026017874479293823,2,2,0,1.7054579257965088,1.7093303203582764
base:uniform-gain:eps-0.10,base,16,5,2.473406493663788e-05,0.0017109513282775879,2,2,0,2.385063409805298,2.388727903366089
base:uniform-gain:eps-0.10,base,17,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,17,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,17,2,5.59026375412941e-07,0.0010855793952941895,0,0,0,0.6843732595443726,0.6846597194671631
base:uniform-gain:eps-0.10,base,17,3,1.079443609341979e-05,0.003906577825546265,2,2,0,1.0384639501571655,1.0404446125030518
base:uniform-gain:eps-0.10,base,17,4,1.4853227185085416e-05,0.0037467479705810547,2,2,0,1.6847503185272217,1.6883845329284668
base:uniform-gain:eps-0.10,base,17,5,1.876839087344706e-05,0.002772018313407898,4,4,0,2.3601768016815186,2.3642451763153076
base:uniform-gain:eps-0.10,base,18,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,18,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,18,2,2.2825668565928936e-05,0.006095945835113525,0,0,0,0.5948771238327026,0.600481390953064
base:uniform-gain:eps-0.10,base,18,3,3.6823577829636633e-05,0.0069657862186431885,1,1,0,1.083418607711792,1.0834076404571533
base:uniform-gain:eps-0.10,base,18,4,4.641638952307403e-05,0.00429554283618927,2,2,0,1.6826341152191162,1.6856598854064941
base:uniform-gain:eps-0.10,base,18,5,5.254405550658703e-05,0.003807835280895233,5,5,0,2.3505635261535645,2.354496717453003
base:uniform-gain:eps-0.10,base,19,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,19,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,19,2,2.4146167561411858e-05,0.006534159183502197,0,0,0,0.6310474276542664,0.6357072591781616
base:uniform-gain:eps-0.10,base,19,3,2.744572702795267e-05,0.006534159183502197,1,1,0,1.0745561122894287,1.0738102197647095
base:uniform-gain:eps-0.10,base,19,4,4.012294812127948e-05,0.004354506731033325,2,2,0,1.7251291275024414,1.7272849082946777
base:uniform-gain:eps-0.10,base,19,5,4.432899004314095e-05,0.0024328678846359253,5,5,0,2.390928268432617,2.393399953842163
base:uniform-gain:eps-0.10,base,20,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,20,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,20,2,7.9302117228508e-07,0.001269608736038208,1,1,0,0.693016767501831,0.6929724216461182
base:uniform-gain:eps-0.10,base,20,3,2.792279701679945e-06,0.0021611154079437256,2,2,0,0.985754132270813,0.9861128330230713
base:uniform-gain:eps-0.10,base,20,4,2.5796471163630486e-05,0.004949167370796204,4,4,0,1.6687325239181519,1.6702475547790527
base:uniform-gain:eps-0.10,base,20,5,2.9748305678367615e-05,0.0029125437140464783,8,8,0,2.3491878509521484,2.35068941116333
base:uniform-gain:eps-0.10,base,21,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,21,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,21,2,1.8647988326847553e-05,0.005886375904083252,0,0,0,0.6555671095848083,0.6587826609611511
base:uniform-gain:eps-0.10,base,21,3,4.5710301492363214e-05,0.007985502481460571,1,1,0,1.0817452669143677,1.078432321548462
base:uniform-gain:eps-0.10,base,21,4,7.129728328436613e-05,0.005057439208030701,2,2,0,1.734731912612915,1.7350491285324097
base:uniform-gain:eps-0.10,base,21,5,7.692768122069538e-05,0.004184029996395111,5,5,0,2.401118755340576,2.402162551879883
base:uniform-gain:eps-0.10,base,22,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,22,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,22,2,3.541586920619011e-06,0.0025311708450317383,0,0,0,0.6413168907165527,0.6429767608642578
base:uniform-gain:eps-0.10,base,22,3,3.030186053365469e-05,0.006627202033996582,1,1,0,1.0751233100891113,1.071923017501831
base:uniform-gain:eps-0.10,base,22,4,4.963617539033294e-05,0.005351752042770386,2,2,0,1.7520620822906494,1.7507219314575195
base:uniform-gain:eps-0.10,base,22,5,5.3716779802925885e-05,0.0034548789262771606,5,5,0,2.4185540676116943,2.4174487590789795
base:uniform-gain:eps-0.10,base,23,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,base,23,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,base,23,2,5.381356459110975e-06,0.003226637840270996,0,0,0,0.6769633293151855,0.6781123876571655
base:uniform-gain:eps-0.10,base,23,3,9.197814506478608e-06,0.0032265782356262207,1,1,0,1.0280919075012207,1.0255310535430908
base:uniform-gain:eps-0.10,base,23,4,4.1736988350749016e-05,0.0054311007261276245,2,2,0,1.7172539234161377,1.715531349182129
base:uniform-gain:eps-0.10,base,23,5,4.606170114129782e-05,0.0034505724906921387,4,4,0,2.4022464752197266,2.4007294178009033
base:uniform-gain:eps-0.10,extra,0,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,0,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,0,2,0.0,0.0,0,0,0,0.6931471824645996,0.6931471824645996
base:uniform-gain:eps-0.10,extra,0,3,0.0,0.0,2,2,0,1.039733648300171,1.039733648300171
base:uniform-gain:eps-0.10,extra,0,4,0.0,0.0,4,4,0,1.7328808307647705,1.7328808307647705
base:uniform-gain:eps-0.10,extra,0,5,0.0,0.0,8,8,0,2.426027774810791,2.426027774810791
base:uniform-gain:eps-0.10,extra,1,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,1,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,1,2,0.0,0.0,0,0,0,0.6915340423583984,0.6915340423583984
base:uniform-gain:eps-0.10,extra,1,3,0.0,0.0,2,2,0,1.0577495098114014,1.0577495098114014
base:uniform-gain:eps-0.10,extra,1,4,0.0,0.0,5,5,0,1.749995231628418,1.749995231628418
base:uniform-gain:eps-0.10,extra,1,5,0.0,0.0,11,11,0,2.4431004524230957,2.4431004524230957
base:uniform-gain:eps-0.10,extra,2,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,2,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,2,2,0.0,0.0,1,1,0,0.6927227973937988,0.6927227973937988
base:uniform-gain:eps-0.10,extra,2,3,0.0,0.0,2,2,0,1.0291842222213745,1.0291842222213745
base:uniform-gain:eps-0.10,extra,2,4,0.0,0.0,4,4,0,1.7220839262008667,1.7220839262008667
base:uniform-gain:eps-0.10,extra,2,5,0.0,0.0,9,9,0,2.415142297744751,2.415142297744751
base:uniform-gain:eps-0.10,extra,3,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,3,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,3,2,0.0,0.0,1,1,0,0.691368818283081,0.691368818283081
base:uniform-gain:eps-0.10,extra,3,3,0.0,0.0,2,2,0,1.0172319412231445,1.0172319412231445
base:uniform-gain:eps-0.10,extra,3,4,0.0,0.0,4,4,0,1.708655595779419,1.708655595779419
base:uniform-gain:eps-0.10,extra,3,5,0.0,0.0,9,9,0,2.4017515182495117,2.4017515182495117
base:uniform-gain:eps-0.10,extra,4,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,4,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,4,2,0.0,0.0,1,1,0,0.693131685256958,0.693131685256958
base:uniform-gain:eps-0.10,extra,4,3,0.0,0.0,2,2,0,1.0377744436264038,1.0377744436264038
base:uniform-gain:eps-0.10,extra,4,4,0.0,0.0,4,4,0,1.730900764465332,1.730900764465332
base:uniform-gain:eps-0.10,extra,4,5,0.0,0.0,10,10,0,2.424043655395508,2.424043655395508
base:uniform-gain:eps-0.10,extra,5,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,5,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,5,2,0.0,0.0,1,1,0,0.6921248435974121,0.6921248435974121
base:uniform-gain:eps-0.10,extra,5,3,0.0,0.0,2,2,0,1.0230004787445068,1.0230004787445068
base:uniform-gain:eps-0.10,extra,5,4,0.0,0.0,4,4,0,1.7156126499176025,1.7156126499176025
base:uniform-gain:eps-0.10,extra,5,5,0.0,0.0,9,9,0,2.4086222648620605,2.4086222648620605
base:uniform-gain:eps-0.10,extra,6,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,6,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,6,2,0.0,0.0,1,1,0,0.6921038031578064,0.6921038031578064
base:uniform-gain:eps-0.10,extra,6,3,0.0,0.0,2,2,0,1.022828459739685,1.022828459739685
base:uniform-gain:eps-0.10,extra,6,4,0.0,0.0,4,4,0,1.715801477432251,1.715801477432251
base:uniform-gain:eps-0.10,extra,6,5,0.0,0.0,9,9,0,2.408750534057617,2.408750534057617
base:uniform-gain:eps-0.10,extra,7,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,7,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,7,2,0.0,0.0,1,1,0,0.6927980184555054,0.6927980184555054
base:uniform-gain:eps-0.10,extra,7,3,0.0,0.0,2,2,0,1.0302042961120605,1.0302042961120605
base:uniform-gain:eps-0.10,extra,7,4,0.0,0.0,4,4,0,1.7233229875564575,1.7233229875564575
base:uniform-gain:eps-0.10,extra,7,5,0.0,0.0,9,9,0,2.416435718536377,2.416435718536377
base:uniform-gain:eps-0.10,extra,8,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,8,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,8,2,0.0,0.0,0,0,0,0.6912452578544617,0.6912452578544617
base:uniform-gain:eps-0.10,extra,8,3,0.0,0.0,2,2,0,1.0591470003128052,1.0591470003128052
base:uniform-gain:eps-0.10,extra,8,4,0.0,0.0,5,5,0,1.750950574874878,1.750950574874878
base:uniform-gain:eps-0.10,extra,8,5,0.0,0.0,11,11,0,2.4440855979919434,2.4440855979919434
base:uniform-gain:eps-0.10,extra,9,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,9,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,9,2,0.0,0.0,0,0,0,0.6929070353507996,0.6929070353507996
base:uniform-gain:eps-0.10,extra,9,3,0.0,0.0,2,2,0,1.047072410583496,1.047072410583496
base:uniform-gain:eps-0.10,extra,9,4,0.0,0.0,5,5,0,1.74020254611969,1.74020254611969
base:uniform-gain:eps-0.10,extra,9,5,0.0,0.0,11,11,0,2.4333043098449707,2.4333043098449707
base:uniform-gain:eps-0.10,extra,10,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,10,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,10,2,0.0,0.0,0,0,0,0.6921056509017944,0.6921056509017944
base:uniform-gain:eps-0.10,extra,10,3,0.0,0.0,2,2,0,1.054481029510498,1.054481029510498
base:uniform-gain:eps-0.10,extra,10,4,0.0,0.0,5,5,0,1.7475379705429077,1.7475379705429077
base:uniform-gain:eps-0.10,extra,10,5,0.0,0.0,11,11,0,2.4406449794769287,2.4406449794769287
base:uniform-gain:eps-0.10,extra,11,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,11,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,11,2,0.0,0.0,1,1,0,0.6928972005844116,0.6928972005844116
base:uniform-gain:eps-0.10,extra,11,3,0.0,0.0,2,2,0,1.0317082405090332,1.0317082405090332
base:uniform-gain:eps-0.10,extra,11,4,0.0,0.0,4,4,0,1.724522590637207,1.724522590637207
base:uniform-gain:eps-0.10,extra,11,5,0.0,0.0,9,9,0,2.417581081390381,2.417581081390381
base:uniform-gain:eps-0.10,extra,12,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,12,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,12,2,0.0,0.0,1,1,0,0.692953884601593,0.692953884601593
base:uniform-gain:eps-0.10,extra,12,3,0.0,0.0,2,2,0,1.0327017307281494,1.0327017307281494
base:uniform-gain:eps-0.10,extra,12,4,0.0,0.0,4,4,0,1.7257262468338013,1.7257262468338013
base:uniform-gain:eps-0.10,extra,12,5,0.0,0.0,9,9,0,2.418735980987549,2.418735980987549
base:uniform-gain:eps-0.10,extra,13,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,13,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,13,2,0.0,0.0,1,1,0,0.6926764249801636,0.6926764249801636
base:uniform-gain:eps-0.10,extra,13,3,0.0,0.0,2,2,0,1.0286054611206055,1.0286054611206055
base:uniform-gain:eps-0.10,extra,13,4,0.0,0.0,4,4,0,1.7216960191726685,1.7216960191726685
base:uniform-gain:eps-0.10,extra,13,5,0.0,0.0,9,9,0,2.4146623611450195,2.4146623611450195
base:uniform-gain:eps-0.10,extra,14,0,0.0,0.0,0,0,0,-0.0,-0.0
base:uniform-gain:eps-0.10,extra,14,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base:uniform-gain:eps-0.10,extra,14,2,0.0,0.0,1,1,0,0.6931471824645996,0.6931471824645996
base:uniform-gain:eps-0.10,extra,14,3,0.0,0.0,2,2,0,1.0396487712860107,1.0396487712860107
base:uniform-gain:eps-0.10,extra,14,4,0.0,0.0,5,5,0,1.732786774635315,1.732786774635315
base:uniform-gain:eps-0.10,extra,14,5,0.0,0.0,11,11,0,2.425931930541992,2.425931930541992
base:uniform-gain:eps-0.10,extra,15,0,0.0,0.0,0,0,0,-0.0,-0.0
