intervention,channel,decode_step,tree_depth,js,max_abs_delta,baseline_argmax,pulse_argmax,branch_flip,baseline_entropy,pulse_entropy
base-coord0-eps+0.1,base,8,5,5.589070497080684e-06,0.0017929226160049438,3,3,0,2.1992292404174805,2.20137095451355
base-coord0-eps+0.1,base,9,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,9,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,9,2,1.0638614185154438e-06,0.001238018274307251,0,0,0,0.5450583696365356,0.5465164184570312
base-coord0-eps+0.1,base,9,3,1.0222429409623146e-06,0.001238018274307251,0,0,0,1.0674898624420166,1.0680961608886719
base-coord0-eps+0.1,base,9,4,1.1194497346878052e-06,0.0006759017705917358,1,1,0,1.6491222381591797,1.6496425867080688
base-coord0-eps+0.1,base,9,5,1.2048985809087753e-06,0.0005495697259902954,3,3,0,2.2161808013916016,2.216531753540039
base-coord0-eps+0.1,base,10,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,10,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,10,2,7.4820127338171e-07,0.0012036561965942383,0,0,0,0.6805204153060913,0.6809024214744568
base-coord0-eps+0.1,base,10,3,3.735243808478117e-06,0.0025565028190612793,2,2,0,1.051751971244812,1.0525214672088623
base-coord0-eps+0.1,base,10,4,4.390341928228736e-06,0.0014456212520599365,3,3,0,1.685776948928833,1.6868155002593994
base-coord0-eps+0.1,base,10,5,4.540139343589544e-06,0.0009748190641403198,10,10,0,2.2914929389953613,2.292236089706421
base-coord0-eps+0.1,base,11,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,11,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,11,2,3.530003596097231e-07,0.0008757710456848145,1,1,0,0.6909429430961609,0.6910578012466431
base-coord0-eps+0.1,base,11,3,5.936657544225454e-06,0.002451598644256592,2,2,0,0.9875777959823608,0.9897396564483643
base-coord0-eps+0.1,base,11,4,8.705188520252705e-06,0.0016169100999832153,5,5,0,1.6459509134292603,1.6486183404922485
base-coord0-eps+0.1,base,11,5,8.778326446190476e-06,0.0013616792857646942,10,10,0,2.2671971321105957,2.2694272994995117
base-coord0-eps+0.1,base,12,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,12,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,12,2,2.7686473913490772e-06,0.0022809505462646484,1,1,0,0.6620690822601318,0.6632134914398193
base-coord0-eps+0.1,base,12,3,8.27084295451641e-06,0.0029998868703842163,2,2,0,0.918744683265686,0.9220135807991028
base-coord0-eps+0.1,base,12,4,1.6077596228569746e-05,0.0029775574803352356,5,5,0,1.589158296585083,1.59267258644104
base-coord0-eps+0.1,base,12,5,1.6105244867503643e-05,0.002567984163761139,10,10,0,2.2158315181732178,2.2186472415924072
base-coord0-eps+0.1,base,13,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,13,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,13,2,3.6442361306399107e-07,0.0008411407470703125,1,1,0,0.6793262958526611,0.679606556892395
base-coord0-eps+0.1,base,13,3,6.907066563144326e-06,0.0027551501989364624,2,2,0,0.9684105515480042,0.9692615866661072
base-coord0-eps+0.1,base,13,4,1.1105294106528163e-05,0.002735421061515808,5,5,0,1.6541523933410645,1.6549553871154785
base-coord0-eps+0.1,base,13,5,1.1127645848318934e-05,0.002373740077018738,10,10,0,2.2556893825531006,2.2558164596557617
base-coord0-eps+0.1,base,14,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,14,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,14,2,1.4917895896360278e-07,0.00048804283142089844,1,1,0,0.6922781467437744,0.6922369599342346
base-coord0-eps+0.1,base,14,3,9.715149644762278e-06,0.0032800137996673584,2,2,0,1.0200303792953491,1.020432472229004
base-coord0-eps+0.1,base,14,4,9.81742050498724e-06,0.0020608603954315186,5,5,0,1.6741700172424316,1.6742734909057617
base-coord0-eps+0.1,base,14,5,9.837895049713552e-06,0.0012575984001159668,10,10,0,2.2776756286621094,2.277719736099243
base-coord0-eps+0.1,base,15,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,15,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,15,2,3.055902197957039e-08,0.00034618377685546875,0,0,0,0.6925474405288696,0.6925232410430908
base-coord0-eps+0.1,base,15,3,6.704998668283224e-06,0.002806335687637329,2,2,0,1.0510379076004028,1.0511317253112793
base-coord0-eps+0.1,base,15,4,8.289673132821918e-06,0.0015365034341812134,5,5,0,1.6834691762924194,1.6840903759002686
base-coord0-eps+0.1,base,15,5,8.3295744843781e-06,0.0011154524981975555,10,10,0,2.300161838531494,2.300542116165161
base-coord0-eps+0.1,base,16,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,16,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,16,2,1.740787411108613e-06,0.0018412470817565918,0,0,0,0.6714673042297363,0.6706849336624146
base-coord0-eps+0.1,base,16,3,1.057400368154049e-05,0.004311323165893555,2,2,0,1.06581711769104,1.064394474029541
base-coord0-eps+0.1,base,16,4,2.284703077748418e-05,0.005133017897605896,1,1,0,1.7512331008911133,1.750182867050171
base-coord0-eps+0.1,base,16,5,2.2928405087441206e-05,0.00456508994102478,1,1,0,2.311168670654297,2.3087360858917236
base-coord0-eps+0.1,base,17,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,17,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,17,2,1.4377525076270103e-05,0.005084782838821411,0,0,0,0.643830418586731,0.6404968500137329
base-coord0-eps+0.1,base,17,3,1.433995203115046e-05,0.005084723234176636,0,0,0,1.0585259199142456,1.0583665370941162
base-coord0-eps+0.1,base,17,4,1.684250310063362e-05,0.003474622964859009,0,0,0,1.7302496433258057,1.7294925451278687
base-coord0-eps+0.1,base,17,5,1.683368464000523e-05,0.002737864851951599,1,1,0,2.3292813301086426,2.3282909393310547
base-coord0-eps+0.1,base,18,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,18,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,18,2,5.569250788539648e-06,0.0031478404998779297,0,0,0,0.6410596370697021,0.6389501690864563
base-coord0-eps+0.1,base,18,3,9.982002666220069e-06,0.004050731658935547,0,0,0,1.0980373620986938,1.0979065895080566
base-coord0-eps+0.1,base,18,4,1.4557619579136372e-05,0.004303380846977234,0,0,0,1.7732656002044678,1.7719855308532715
base-coord0-eps+0.1,base,18,5,1.4572433428838849e-05,0.003148496150970459,1,1,0,2.387561321258545,2.3861403465270996
base-coord0-eps+0.1,base,19,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,19,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,19,2,2.64530535787344e-06,0.0021999776363372803,0,0,0,0.6597113013267517,0.658543586730957
base-coord0-eps+0.1,base,19,3,5.248250090517104e-06,0.0030182301998138428,2,2,0,1.0941323041915894,1.0942387580871582
base-coord0-eps+0.1,base,19,4,8.26746691018343e-06,0.0031376630067825317,0,0,0,1.7815150022506714,1.7810707092285156
base-coord0-eps+0.1,base,19,5,8.279108442366123e-06,0.0023881644010543823,1,1,0,2.395327091217041,2.3946781158447266
base-coord0-eps+0.1,base,20,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,20,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,20,2,4.763656761497259e-06,0.0030312538146972656,0,0,0,0.6741347312927246,0.6729220151901245
base-coord0-eps+0.1,base,20,3,2.0682229660451412e-05,0.0058393776416778564,2,2,0,1.0877296924591064,1.0888502597808838
base-coord0-eps+0.1,base,20,4,2.324825618416071e-05,0.0036246255040168762,4,4,0,1.7761040925979614,1.7775447368621826
base-coord0-eps+0.1,base,20,5,2.3233122192323208e-05,0.0026529505848884583,10,10,0,2.4005417823791504,2.401858329772949
base-coord0-eps+0.1,base,21,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,21,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,21,2,1.9869476091116667e-06,0.001954585313796997,0,0,0,0.6726022958755493,0.6717936396598816
base-coord0-eps+0.1,base,21,3,5.936191882938147e-06,0.003167867660522461,2,2,0,1.089184284210205,1.0897018909454346
base-coord0-eps+0.1,base,21,4,1.1834024917334318e-05,0.00303824245929718,5,5,0,1.7727106809616089,1.7740254402160645
base-coord0-eps+0.1,base,21,5,1.1878088116645813e-05,0.002070404589176178,10,10,0,2.4178500175476074,2.419156312942505
base-coord0-eps+0.1,base,22,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,22,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,22,2,3.2499665394425392e-06,0.0024826526641845703,0,0,0,0.6708649396896362,0.6697919368743896
base-coord0-eps+0.1,base,22,3,9.318959200754762e-06,0.004071176052093506,2,2,0,1.0868558883666992,1.086885690689087
base-coord0-eps+0.1,base,22,4,1.2625765521079302e-05,0.00393560528755188,5,5,0,1.7686352729797363,1.767963171005249
base-coord0-eps+0.1,base,22,5,1.260769204236567e-05,0.00286923348903656,10,1,1,2.399759531021118,2.3989503383636475
base-coord0-eps+0.1,base,23,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,base,23,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,base,23,2,7.440685294568539e-07,0.0011591315269470215,0,0,0,0.6563936471939087,0.6570311784744263
base-coord0-eps+0.1,base,23,3,6.772985216230154e-06,0.003347069025039673,2,2,0,1.0963481664657593,1.0961428880691528
base-coord0-eps+0.1,base,23,4,7.433438440784812e-06,0.0022219866514205933,1,1,0,1.7548635005950928,1.754126787185669
base-coord0-eps+0.1,base,23,5,7.524169632233679e-06,0.0014921873807907104,10,10,0,2.3660199642181396,2.365440845489502
base-coord0-eps+0.1,extra,0,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,0,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,0,2,0.0,0.0,1,1,0,0.6931471824645996,0.6931471824645996
base-coord0-eps+0.1,extra,0,3,0.0,0.0,2,2,0,1.0397125482559204,1.0397125482559204
base-coord0-eps+0.1,extra,0,4,0.0,0.0,4,4,0,1.7328596115112305,1.7328596115112305
base-coord0-eps+0.1,extra,0,5,0.0,0.0,9,9,0,2.42600679397583,2.42600679397583
base-coord0-eps+0.1,extra,1,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,1,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,1,2,0.0,0.0,1,1,0,0.6927417516708374,0.6927417516708374
base-coord0-eps+0.1,extra,1,3,0.0,0.0,2,2,0,1.0269420146942139,1.0269420146942139
base-coord0-eps+0.1,extra,1,4,0.0,0.0,4,4,0,1.7186331748962402,1.7186331748962402
base-coord0-eps+0.1,extra,1,5,0.0,0.0,9,9,0,2.4116458892822266,2.4116458892822266
base-coord0-eps+0.1,extra,2,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,2,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,2,2,0.0,0.0,0,0,0,0.6931122541427612,0.6931122541427612
base-coord0-eps+0.1,extra,2,3,0.0,0.0,2,2,0,1.041733741760254,1.041733741760254
base-coord0-eps+0.1,extra,2,4,0.0,0.0,5,5,0,1.73465895652771,1.73465895652771
base-coord0-eps+0.1,extra,2,5,0.0,0.0,10,10,0,2.427602767944336,2.427602767944336
base-coord0-eps+0.1,extra,3,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,3,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,3,2,0.0,0.0,0,0,0,0.6931002140045166,0.6931002140045166
base-coord0-eps+0.1,extra,3,3,0.0,0.0,2,2,0,1.0430138111114502,1.0430138111114502
base-coord0-eps+0.1,extra,3,4,0.0,0.0,4,4,0,1.7361564636230469,1.7361564636230469
base-coord0-eps+0.1,extra,3,5,0.0,0.0,8,8,0,2.429299831390381,2.429299831390381
base-coord0-eps+0.1,extra,4,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,4,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,4,2,0.0,0.0,0,0,0,0.6931115388870239,0.6931115388870239
base-coord0-eps+0.1,extra,4,3,0.0,0.0,2,2,0,1.042546272277832,1.042546272277832
base-coord0-eps+0.1,extra,4,4,0.0,0.0,4,4,0,1.735680341720581,1.735680341720581
base-coord0-eps+0.1,extra,4,5,0.0,0.0,9,9,0,2.428821086883545,2.428821086883545
base-coord0-eps+0.1,extra,5,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,5,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,5,2,0.0,0.0,1,1,0,0.6930249929428101,0.6930249929428101
base-coord0-eps+0.1,extra,5,3,0.0,0.0,2,2,0,1.033265471458435,1.033265471458435
base-coord0-eps+0.1,extra,5,4,0.0,0.0,4,4,0,1.7257888317108154,1.7257888317108154
base-coord0-eps+0.1,extra,5,5,0.0,0.0,8,8,0,2.418933153152466,2.418933153152466
base-coord0-eps+0.1,extra,6,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,6,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,6,2,0.0,0.0,1,1,0,0.692909836769104,0.692909836769104
base-coord0-eps+0.1,extra,6,3,0.0,0.0,2,2,0,1.0316202640533447,1.0316202640533447
base-coord0-eps+0.1,extra,6,4,0.0,0.0,4,4,0,1.7243648767471313,1.7243648767471313
base-coord0-eps+0.1,extra,6,5,0.0,0.0,8,8,0,2.417485237121582,2.417485237121582
base-coord0-eps+0.1,extra,7,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,7,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,7,2,0.0,0.0,1,1,0,0.6919175386428833,0.6919175386428833
base-coord0-eps+0.1,extra,7,3,0.0,0.0,2,2,0,1.0155481100082397,1.0155481100082397
base-coord0-eps+0.1,extra,7,4,0.0,0.0,4,4,0,1.7049086093902588,1.7049086093902588
base-coord0-eps+0.1,extra,7,5,0.0,0.0,9,9,0,2.3979392051696777,2.3979392051696777
base-coord0-eps+0.1,extra,8,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,8,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,8,2,0.0,0.0,1,1,0,0.6925863027572632,0.6925863027572632
base-coord0-eps+0.1,extra,8,3,0.0,0.0,2,2,0,1.0252658128738403,1.0252658128738403
base-coord0-eps+0.1,extra,8,4,0.0,0.0,4,4,0,1.7167961597442627,1.7167961597442627
base-coord0-eps+0.1,extra,8,5,0.0,0.0,9,9,0,2.409912109375,2.409912109375
base-coord0-eps+0.1,extra,9,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,9,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,9,2,0.0,0.0,0,0,0,0.6928039789199829,0.6928039789199829
base-coord0-eps+0.1,extra,9,3,0.0,0.0,2,2,0,1.0483793020248413,1.0483793020248413
base-coord0-eps+0.1,extra,9,4,0.0,0.0,5,5,0,1.741260051727295,1.741260051727295
base-coord0-eps+0.1,extra,9,5,0.0,0.0,11,11,0,2.4343836307525635,2.4343836307525635
base-coord0-eps+0.1,extra,10,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,10,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,10,2,0.0,0.0,0,0,0,0.6931271553039551,0.6931271553039551
base-coord0-eps+0.1,extra,10,3,0.0,0.0,2,2,0,1.0418299436569214,1.0418299436569214
base-coord0-eps+0.1,extra,10,4,0.0,0.0,5,5,0,1.7349566221237183,1.7349566221237183
base-coord0-eps+0.1,extra,10,5,0.0,0.0,9,9,0,2.428034782409668,2.428034782409668
base-coord0-eps+0.1,extra,11,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,11,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,11,2,0.0,0.0,0,0,0,0.6931216716766357,0.6931216716766357
base-coord0-eps+0.1,extra,11,3,0.0,0.0,2,2,0,1.041774034500122,1.041774034500122
base-coord0-eps+0.1,extra,11,4,0.0,0.0,5,5,0,1.734678030014038,1.734678030014038
base-coord0-eps+0.1,extra,11,5,0.0,0.0,10,10,0,2.4278171062469482,2.4278171062469482
base-coord0-eps+0.1,extra,12,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,12,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,12,2,0.0,0.0,1,1,0,0.6919527649879456,0.6919527649879456
base-coord0-eps+0.1,extra,12,3,0.0,0.0,2,2,0,1.0154986381530762,1.0154986381530762
base-coord0-eps+0.1,extra,12,4,0.0,0.0,4,4,0,1.7046040296554565,1.7046040296554565
base-coord0-eps+0.1,extra,12,5,0.0,0.0,9,9,0,2.3975648880004883,2.3975648880004883
base-coord0-eps+0.1,extra,13,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,13,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,13,2,0.0,0.0,0,0,0,0.6925962567329407,0.6925962567329407
base-coord0-eps+0.1,extra,13,3,0.0,0.0,2,2,0,1.0490986108779907,1.0490986108779907
base-coord0-eps+0.1,extra,13,4,0.0,0.0,5,5,0,1.741088628768921,1.741088628768921
base-coord0-eps+0.1,extra,13,5,0.0,0.0,10,10,0,2.4342041015625,2.4342041015625
base-coord0-eps+0.1,extra,14,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,14,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,14,2,0.0,0.0,0,0,0,0.6921615600585938,0.6921615600585938
base-coord0-eps+0.1,extra,14,3,0.0,0.0,2,2,0,1.053002119064331,1.053002119064331
base-coord0-eps+0.1,extra,14,4,0.0,0.0,5,5,0,1.7449181079864502,1.7449181079864502
base-coord0-eps+0.1,extra,14,5,0.0,0.0,11,11,0,2.438016653060913,2.438016653060913
base-coord0-eps+0.1,extra,15,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,15,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,15,2,0.0,0.0,0,0,0,0.6929476857185364,0.6929476857185364
base-coord0-eps+0.1,extra,15,3,0.0,0.0,2,2,0,1.0461158752441406,1.0461158752441406
base-coord0-eps+0.1,extra,15,4,0.0,0.0,5,5,0,1.7390376329421997,1.7390376329421997
base-coord0-eps+0.1,extra,15,5,0.0,0.0,10,10,0,2.4321401119232178,2.4321401119232178
base-coord0-eps+0.1,extra,16,0,0.0,0.0,0,0,0,-0.0,-0.0
base-coord0-eps+0.1,extra,16,1,0.0,0.0,0,0,0,2.7631020735330303e-11,2.7631020735330303e-11
base-coord0-eps+0.1,extra,16,2,0.0,0.0,1,1,0,0.6931310892105103,0.6931310892105103
base-coord0-eps+0.1,extra,16,3,0.0,0.0,2,2,0,1.0377330780029297,1.0377330780029297
base-coord0-eps+0.1,extra,16,4,0.0,0.0,4,4,0,1.730865478515625,1.730865478515625
base-coord0-eps+0.1,extra,16,5,0.0,0.0,8,8,0,2.424008846282959,2.424008846282959
base-coord0-eps+0.1,extra,17,0,0.0,0.0,0,0,0,-0.0,-0.0
